quilates,porcentaje profundidad,ancho superior,price
0.58,60.6,57.0,3206
0.3,62.6,58.0,844
0.54,61.3,57.0,1847
0.52,61.8,55.0,2225
0.3,62.6,56.0,552
0.52,60.9,57.0,1600
0.26,59.8,61.0,440
1.06,62.0,57.0,9625
0.28,62.1,56.0,828
0.4,59.2,61.0,702
0.32,62.4,58.0,828
1.5,62.0,63.0,11933
0.32,61.6,55.0,645
2.02,59.3,60.0,18236
0.51,60.6,58.0,1662
0.51,60.3,63.0,1340
1.28,62.5,55.0,5223
1.7,61.4,57.0,14603
0.44,62.3,59.0,1031
0.7,64.5,57.0,2381
0.39,61.3,62.0,860
0.3,60.9,57.0,684
1.02,63.5,58.0,4004
1.22,61.7,56.0,10538
0.37,62.7,56.0,811
0.31,61.0,56.0,824
0.39,60.9,56.0,716
0.74,63.1,58.0,2824
0.3,62.3,54.0,911
1.01,63.2,58.0,3275
1.16,60.5,60.0,5372
1.33,62.2,56.0,7887
1.31,61.2,58.0,6917
0.72,60.8,57.0,3091
0.39,60.0,56.0,808
0.32,63.4,56.0,612
0.55,62.3,54.0,2558
0.9,60.2,59.0,4503
0.52,60.0,56.0,1883
1.22,61.5,61.0,4735
1.21,61.5,59.0,8886
0.61,62.4,59.1,2429
0.55,63.1,58.0,1041
0.73,62.8,57.0,2330
0.94,61.5,55.0,2594
1.01,63.0,58.0,4619
0.3,61.8,59.0,1114
1.0,63.6,59.0,7392
1.23,62.1,54.0,7946
0.46,61.4,62.0,1042
0.9,60.7,59.0,3730
0.8,61.1,57.0,4388
1.0,63.7,55.0,4419
1.5,65.8,57.0,7459
1.51,63.4,60.0,6976
0.5,67.1,57.0,627
1.06,62.1,58.0,5142
1.7,58.6,59.0,8663
0.7,62.7,55.0,3011
1.2,61.4,60.0,8596
1.07,60.6,60.0,4374
0.51,60.7,56.0,1877
0.38,59.9,60.0,700
1.53,61.3,59.0,8799
0.9,61.9,62.0,4419
1.1,62.5,57.0,4764
1.01,59.5,60.0,3801
0.51,63.5,56.0,1668
0.4,62.5,60.0,596
0.38,61.7,56.0,1087
0.72,60.8,57.0,2782
1.27,65.2,54.0,5334
0.54,61.7,55.0,1401
0.4,62.8,56.0,1111
0.9,61.9,59.0,2199
0.31,63.3,57.0,583
0.45,65.8,55.0,1102
1.07,61.6,58.0,6061
0.43,61.3,56.0,1318
0.31,63.1,56.0,1046
0.4,60.7,60.0,1323
0.41,61.9,56.0,1107
0.36,61.4,56.0,1059
2.02,62.8,55.0,15877
1.08,59.4,59.0,6415
1.52,62.1,58.0,15922
1.26,62.5,58.0,10284
0.41,61.7,57.0,961
2.04,60.9,57.0,14527
0.53,61.4,55.0,1704
0.71,63.9,60.0,2562
0.59,61.3,55.0,2129
0.65,61.6,57.0,2402
1.0,63.9,57.0,3819
0.44,62.8,56.0,810
2.01,62.3,57.0,13796
0.91,59.2,60.0,3998
1.01,63.1,56.0,6480
0.4,61.2,56.0,736
0.75,61.1,57.0,2993
1.06,63.5,60.1,4517
1.27,62.2,59.0,6532
1.14,60.4,59.0,3861
1.7,61.3,57.0,15797
0.72,58.5,60.0,2126
1.15,62.9,54.0,7978
0.82,61.6,56.0,3071
1.01,63.7,57.0,4498
1.11,59.0,59.0,6713
1.7,60.5,58.0,10002
1.0,65.2,56.0,4256
1.2,62.4,60.0,6199
2.0,60.6,62.0,11198
2.22,62.5,54.0,17123
2.05,58.7,60.0,17988
0.7,62.7,53.4,2363
0.5,61.4,55.0,1755
1.14,61.4,57.0,8346
0.79,62.6,55.0,2871
1.0,59.0,62.0,5766
0.85,62.8,56.0,3503
1.53,59.8,59.0,10063
1.18,61.4,58.0,5190
0.51,61.7,58.0,1875
0.3,62.4,58.0,447
0.9,64.5,58.0,3627
0.3,62.9,57.0,432
0.62,61.4,56.0,3299
0.76,62.1,54.0,2143
0.27,61.7,57.0,752
0.8,63.1,57.0,3235
0.48,60.1,59.0,1294
2.01,63.4,58.0,12617
2.01,63.5,59.0,16677
0.51,61.5,55.5,1254
0.4,63.2,56.0,882
0.23,58.9,60.0,549
0.25,61.7,56.0,624
1.01,61.5,56.0,5864
0.33,61.2,55.0,978
0.47,61.6,55.0,1365
0.51,60.5,59.0,2203
0.52,62.0,57.0,3247
1.5,60.8,58.0,11688
0.51,61.3,59.0,1421
0.73,61.3,67.0,1892
0.31,62.5,54.0,1046
0.71,62.5,57.0,2088
1.01,61.7,56.0,4260
2.01,58.7,54.0,16064
1.24,58.0,58.0,9930
0.65,58.5,58.0,1708
0.34,62.0,55.0,805
1.01,63.1,60.0,6271
0.51,61.4,55.0,1776
1.13,62.0,59.0,4206
0.41,63.5,54.0,827
0.55,60.8,56.0,1584
0.4,60.4,59.0,1053
0.71,59.5,57.0,2982
0.36,61.0,60.0,568
1.29,57.9,59.0,6140
0.56,64.5,61.0,1358
0.55,60.2,56.0,1448
0.59,61.8,58.0,1723
0.7,61.0,58.0,3162
0.58,61.5,55.0,1636
1.52,61.9,58.0,8477
0.4,63.1,61.0,924
0.24,61.4,55.0,485
0.4,60.4,56.0,641
2.03,61.2,58.0,16787
1.53,60.4,60.0,11982
0.4,61.3,61.0,945
0.29,61.6,56.0,541
0.24,61.5,58.0,478
1.02,61.5,57.0,8168
1.07,63.1,59.0,4861
0.7,57.7,65.0,2167
0.52,61.8,59.0,2012
1.31,64.3,59.0,6573
0.5,62.1,62.0,1451
1.15,62.6,58.0,6557
0.54,60.9,57.0,1983
0.38,61.6,56.0,710
0.7,62.2,57.0,2355
0.58,60.6,55.0,1798
0.4,60.8,57.0,772
0.57,58.8,57.0,1357
1.21,61.7,56.0,6098
1.01,62.5,55.0,11661
0.71,62.4,57.0,2759
1.01,60.7,58.0,4868
0.28,60.3,57.0,828
0.76,61.9,57.0,3648
0.9,62.5,58.0,4328
1.52,63.0,60.0,11904
2.02,65.6,57.0,6346
1.27,61.2,59.0,9086
0.52,61.3,56.0,1150
0.81,61.3,59.0,2797
0.52,61.4,56.0,1408
0.87,61.4,55.0,4553
0.51,63.5,56.0,1793
1.5,61.8,60.0,8760
0.3,61.7,57.0,764
0.65,61.7,60.3,2406
0.32,62.6,56.0,612
1.22,61.7,56.0,5602
0.41,61.9,59.0,1105
0.51,60.8,59.0,1052
0.5,63.7,59.0,1155
1.23,67.4,56.0,3692
0.3,61.6,58.0,814
0.4,61.4,57.0,1088
0.71,61.5,55.0,3431
0.71,62.1,62.0,3393
0.35,63.1,56.0,583
0.23,60.0,57.0,530
1.59,61.8,56.0,9794
0.32,60.5,57.0,954
1.12,62.5,57.0,4325
0.23,62.2,58.0,530
2.1,61.3,58.0,17606
0.54,63.3,57.0,1154
0.28,59.9,62.0,646
0.9,59.9,59.0,3803
0.42,62.2,53.0,1223
0.38,61.5,53.9,703
1.13,61.7,57.0,4307
0.5,62.5,59.0,1293
0.42,62.0,55.0,1132
2.01,58.1,64.0,16231
1.14,61.8,55.0,8121
1.03,62.0,58.0,3378
0.3,61.4,54.0,911
0.73,63.7,58.0,2144
0.6,61.2,56.0,2528
1.7,61.3,55.0,6397
1.51,63.1,55.0,8049
0.72,63.3,59.0,2177
0.7,61.8,56.0,2837
1.04,59.9,64.0,2970
0.9,61.9,58.0,3629
0.9,62.0,56.0,4838
0.5,61.7,59.0,1429
0.76,61.1,57.0,3170
0.91,58.3,60.0,3511
1.7,62.8,58.0,18251
0.45,62.8,58.0,1055
1.05,61.3,59.0,8693
0.31,62.3,55.0,571
0.72,62.7,55.0,2670
1.04,61.1,57.0,7508
1.12,59.9,57.0,6132
1.04,62.0,57.0,6342
0.32,63.2,55.0,828
1.01,62.3,56.0,5006
1.5,60.8,61.0,13720
0.26,58.7,59.0,453
0.71,60.3,57.0,2590
0.31,62.5,54.0,628
0.61,59.7,58.0,2392
0.42,60.6,59.0,1087
0.26,62.3,54.0,397
1.33,59.0,64.0,6152
0.32,62.4,55.0,645
0.57,62.2,55.0,1590
0.5,62.9,60.0,1559
0.57,62.1,54.6,2442
0.76,63.2,56.0,3249
0.28,61.8,55.0,448
0.41,62.8,57.0,683
0.3,64.0,57.0,678
1.14,61.9,56.0,7199
0.9,63.1,56.0,3457
0.71,58.1,61.0,2249
1.01,68.5,63.0,3173
0.97,61.6,53.0,2239
0.32,60.6,60.0,645
0.38,62.1,55.0,660
1.75,60.9,59.0,12238
1.01,62.0,58.0,10688
0.3,61.5,55.0,650
0.41,62.8,59.0,827
0.91,63.4,55.0,4434
0.54,61.4,55.0,2424
1.01,62.6,59.0,6499
0.35,60.8,56.0,523
0.3,63.3,56.0,605
0.42,62.0,55.0,872
0.7,59.4,62.0,2759
0.3,60.6,57.0,895
0.6,58.8,60.7,1940
0.24,62.9,55.0,678
0.56,57.3,60.0,2426
1.02,61.9,58.0,4604
0.41,62.4,55.0,648
0.76,62.2,59.0,2814
1.52,63.3,57.0,10618
0.39,63.3,55.0,1011
0.46,58.0,66.0,1035
1.23,62.9,57.0,7089
1.51,60.8,60.0,13157
0.9,62.5,59.0,4579
1.6,62.1,60.0,9017
0.53,59.8,58.0,1721
0.56,61.8,59.0,1915
1.05,63.1,59.0,7969
0.31,61.4,56.0,789
0.73,62.0,55.0,3342
0.41,63.3,56.0,818
1.11,60.8,60.0,5192
0.3,62.8,55.0,635
0.33,62.3,57.0,781
1.65,62.0,59.0,8590
1.2,61.1,57.0,4368
0.56,61.3,54.0,1814
0.53,61.2,54.0,1303
0.32,62.1,55.0,936
0.42,61.4,56.0,1235
0.85,61.9,55.0,3821
0.75,63.6,58.0,3078
1.06,60.6,56.0,9433
0.32,61.9,56.0,895
0.3,62.0,55.0,658
1.51,63.1,58.0,9343
0.4,60.7,60.0,842
1.0,63.6,59.0,6349
0.32,63.0,55.0,449
0.49,62.4,58.0,1072
1.7,63.5,58.0,7235
0.72,60.7,55.0,3274
0.56,60.2,57.0,1888
1.03,60.1,60.0,5581
0.57,61.9,57.0,2217
0.24,61.1,57.0,552
0.54,62.2,54.0,2729
2.01,61.7,57.0,18259
0.4,62.5,57.0,907
0.3,61.4,60.0,605
0.41,62.3,54.0,1161
0.81,61.5,57.0,3422
1.03,60.4,59.0,5104
0.34,63.1,56.0,571
0.9,65.7,63.0,3062
0.4,62.1,55.0,705
0.61,57.4,60.9,1437
0.3,62.1,56.0,545
0.26,62.6,59.0,554
0.41,62.2,56.0,1076
1.12,61.6,59.0,5363
1.0,61.6,59.0,9050
1.22,63.0,60.0,7154
0.92,61.8,57.0,3323
0.64,60.7,57.0,2587
0.31,62.3,57.0,936
1.1,63.7,58.0,3918
1.56,60.7,59.0,11901
1.01,62.0,60.0,4445
1.12,62.2,54.0,7193
0.53,61.8,58.0,1941
0.7,61.3,57.0,2196
0.31,61.9,58.0,489
0.41,61.9,56.0,827
0.46,63.4,59.0,1030
1.28,63.0,56.0,6566
0.3,63.4,57.0,506
1.19,63.2,58.0,4665
1.19,60.8,61.0,7152
1.72,62.0,57.0,18431
1.01,62.6,56.0,5713
1.11,58.0,62.0,5015
0.54,60.3,55.0,1662
1.01,62.7,58.0,4606
1.01,61.8,54.0,5158
1.01,63.4,58.0,4116
1.51,63.5,59.0,12906
0.59,62.0,55.0,2643
0.33,61.3,59.0,572
1.5,62.6,57.0,14759
0.33,62.4,54.0,780
0.7,62.0,56.0,2573
0.33,61.6,56.0,984
0.71,63.0,55.0,2416
0.51,63.2,56.0,1574
0.4,61.5,55.0,982
1.03,61.9,57.0,6250
0.41,60.4,58.0,725
0.5,62.0,55.0,2645
0.35,64.0,55.0,454
0.4,62.0,55.0,945
0.73,62.0,57.0,2825
1.2,62.2,56.0,5484
0.33,60.8,60.0,762
1.31,61.7,56.0,11237
0.38,62.7,56.0,1104
0.3,61.1,57.0,1000
0.5,61.0,61.0,1714
0.51,62.1,55.0,2056
1.01,59.8,58.0,3394
0.44,60.9,57.0,1069
1.71,61.5,58.0,9116
0.41,61.4,58.0,1122
1.01,60.3,64.0,4320
0.32,62.2,53.0,450
0.9,57.4,61.0,3193
1.01,62.0,59.0,5186
0.29,61.9,56.0,815
0.56,60.5,59.0,1819
0.71,60.0,57.0,2807
0.37,62.2,56.0,844
0.5,62.3,55.0,1624
0.81,60.3,59.0,3097
0.55,61.4,57.0,2054
0.75,60.4,59.0,2680
0.72,63.4,58.0,2608
2.5,67.0,57.0,14194
1.22,60.7,59.0,5671
0.71,60.2,60.0,2345
0.3,63.4,56.0,709
1.26,60.1,59.0,5151
1.24,58.9,58.0,6145
0.5,62.9,55.0,1676
0.32,61.8,56.0,1204
1.23,62.3,58.0,6542
2.01,60.3,58.0,12392
1.01,62.9,57.0,6552
0.61,62.1,56.0,2167
0.49,58.6,60.0,1174
0.71,61.2,56.0,2917
0.3,62.8,57.0,911
0.56,61.3,56.0,1405
0.58,60.0,55.0,2714
0.51,62.9,58.0,1438
0.53,62.2,56.0,2407
0.4,61.9,57.0,736
0.3,62.2,56.0,621
0.42,60.8,57.0,847
0.32,61.3,57.0,954
0.7,62.3,53.0,2907
0.3,62.7,54.0,438
0.53,62.4,56.0,2288
1.17,59.6,62.0,6336
0.57,62.3,53.0,1333
0.33,62.4,54.0,682
0.28,60.8,58.0,487
1.52,64.9,56.0,7303
1.02,60.5,59.0,4882
0.5,61.9,54.0,1792
0.5,61.6,55.0,1624
0.81,61.8,57.0,2199
1.02,62.9,58.0,5593
1.1,61.5,60.0,5088
0.53,62.0,57.0,1566
0.44,63.1,56.0,1016
0.35,62.2,58.0,460
0.33,62.1,59.0,743
0.5,61.6,57.0,2025
0.3,62.5,55.0,605
1.01,61.9,59.0,4191
1.1,61.7,59.0,5174
0.9,62.2,54.0,3715
1.06,58.5,58.3,5293
0.9,60.9,54.0,4871
1.01,64.4,59.0,3482
0.55,60.4,58.0,1133
0.57,61.7,56.0,1608
0.7,61.9,59.0,2401
1.08,61.9,55.0,7629
1.01,63.7,57.0,5067
0.74,60.3,58.0,2277
0.9,60.8,57.0,3770
0.53,61.4,56.0,1857
0.51,62.4,58.0,1438
1.01,64.7,57.0,3871
0.41,61.8,59.0,1356
0.61,60.5,56.0,1306
2.01,63.6,59.0,15832
0.39,60.4,61.0,942
0.9,59.9,66.0,2138
0.4,61.2,59.0,1125
0.56,58.6,62.0,1712
0.75,61.7,58.0,2573
0.39,62.2,53.3,1004
0.51,60.8,57.0,1546
0.75,61.1,55.0,3551
0.71,61.7,56.0,2663
1.2,62.4,59.0,8056
0.62,58.8,67.0,2344
0.7,63.2,57.0,2518
0.5,62.5,53.0,1648
0.6,61.7,54.0,1250
1.52,61.1,61.0,8825
0.36,62.3,54.0,579
1.51,64.0,59.0,10000
0.58,62.3,54.0,1401
1.14,61.4,55.0,4906
1.01,59.4,62.0,3083
0.33,61.9,55.0,868
0.47,61.5,55.0,1078
0.31,62.4,56.0,802
0.25,63.6,57.0,558
0.41,61.8,53.0,753
1.51,61.9,58.0,10096
1.5,63.3,57.0,7728
0.5,61.3,60.0,1279
1.01,59.1,63.0,3671
0.71,61.9,56.0,2455
1.5,62.0,56.0,11079
0.3,62.5,56.0,475
0.73,62.0,57.0,2329
1.01,61.4,58.0,6618
1.0,62.2,58.0,6743
2.01,61.4,57.0,16562
0.83,61.8,55.0,3171
1.02,64.6,55.0,3972
1.0,63.6,59.0,6465
1.01,63.8,57.0,3597
1.21,61.5,57.0,5028
1.5,62.5,59.0,12196
2.0,63.8,59.0,18023
0.52,61.8,55.0,1822
0.58,61.6,55.0,1758
0.3,60.4,60.0,1013
0.24,61.0,57.0,526
0.31,61.5,56.0,872
0.91,61.1,58.0,5145
0.77,60.5,56.0,3450
0.58,62.0,54.0,1597
0.74,59.9,57.0,2463
0.3,62.5,59.0,844
0.65,61.8,55.0,1862
0.72,62.2,56.0,2511
0.52,62.6,56.0,1338
0.72,61.6,55.0,2364
0.53,62.3,58.0,1002
1.01,69.0,61.0,6041
0.36,61.3,56.0,746
0.5,63.2,57.0,1415
0.29,60.7,55.0,525
0.36,61.7,55.0,789
1.04,63.1,54.0,7679
0.9,62.2,57.0,3677
0.71,62.7,61.0,3072
0.27,62.4,55.0,591
1.4,62.1,55.0,10427
0.71,63.5,57.0,2207
0.24,60.6,59.0,521
0.42,60.8,54.0,843
0.9,64.0,58.0,4278
1.05,60.6,60.0,8850
0.51,61.1,56.0,1343
0.3,62.1,57.0,886
1.06,58.4,62.0,3579
0.7,59.9,60.0,2810
2.16,62.7,56.0,18342
1.53,62.1,61.0,8455
0.3,61.8,56.0,789
0.3,61.2,60.0,447
1.03,61.6,57.0,7876
0.35,61.4,59.0,906
0.31,62.1,58.0,542
0.33,61.7,57.0,1021
0.91,62.7,59.0,4720
0.52,60.4,57.0,1694
1.61,60.8,56.0,11169
0.8,62.5,56.0,2919
1.27,61.7,56.0,11002
0.71,62.2,59.0,2825
0.41,61.7,56.0,1076
0.34,60.2,58.0,477
0.72,62.5,59.0,3024
0.41,62.3,55.0,1582
1.62,61.8,59.0,5157
0.9,62.4,63.0,2245
1.08,61.9,60.0,2869
1.01,60.2,60.0,4805
1.0,60.1,60.0,4697
0.39,63.7,53.0,942
1.7,62.0,59.0,10929
0.43,62.2,57.0,905
0.33,60.3,58.0,1014
0.4,62.1,57.0,913
0.9,62.3,58.0,4924
0.31,61.9,55.0,1028
0.55,61.5,56.0,2815
1.23,62.3,58.0,7313
0.7,63.3,55.0,2415
0.3,61.3,56.0,1013
0.32,62.3,54.0,917
0.32,63.3,56.0,720
1.6,62.8,56.0,7616
0.3,62.1,54.0,742
1.01,62.6,57.0,6501
1.02,61.4,56.0,4578
1.0,62.6,56.0,6881
0.3,63.4,55.0,394
2.05,62.0,58.0,9850
2.21,61.1,59.0,17714
0.73,60.5,57.0,2644
1.02,61.4,61.0,4368
0.54,62.6,58.0,1042
1.5,63.9,59.0,8165
0.41,61.8,54.0,999
0.62,59.8,58.0,2041
0.7,61.8,55.0,2767
1.7,62.4,57.0,17360
0.35,59.9,56.0,846
0.41,59.9,58.0,1079
1.01,63.8,57.0,6759
0.31,62.2,54.0,609
0.51,63.1,56.0,984
0.72,60.6,63.0,2782
1.17,60.0,66.0,4717
0.3,62.2,57.0,764
0.41,62.5,57.0,1181
0.76,58.8,59.0,1676
0.23,61.8,55.0,493
1.06,62.7,56.0,5183
1.06,58.7,60.0,3842
0.32,58.1,59.0,842
1.12,61.2,56.0,8063
0.32,61.6,58.0,477
0.95,62.2,57.0,3884
0.9,63.4,62.0,3084
0.24,61.7,61.0,485
0.43,61.3,57.0,1008
0.23,62.8,62.0,462
0.55,63.8,61.0,969
0.5,60.6,59.0,1376
0.98,59.9,60.0,4826
1.02,60.9,59.0,8774
0.24,62.9,58.0,419
0.32,61.9,56.0,660
1.51,63.1,61.0,9343
0.32,61.7,56.0,730
0.51,61.4,59.0,2211
0.53,61.5,59.0,1320
0.9,61.3,61.0,3895
0.56,62.4,56.0,4216
0.32,62.0,55.0,708
0.35,59.3,61.0,921
0.38,59.1,58.0,635
0.71,61.7,59.0,1567
1.5,59.9,60.0,11189
0.36,61.8,56.0,794
0.69,60.8,64.0,2202
1.01,62.7,61.0,7915
0.32,62.4,58.0,505
2.02,60.9,60.0,14027
0.55,61.8,54.0,2030
0.23,62.5,58.0,492
1.02,62.6,57.0,6342
0.41,62.3,58.0,876
0.97,60.8,67.0,2538
0.53,61.0,55.0,1219
1.3,62.7,58.0,6246
0.91,62.1,59.0,4370
1.27,60.2,62.0,3732
1.27,62.2,58.0,4580
0.43,63.2,57.0,739
2.0,66.5,56.0,14208
0.51,62.5,55.0,1442
1.04,62.2,56.0,4797
0.55,57.7,61.0,1089
0.33,61.6,55.0,666
1.0,58.3,60.0,4816
0.41,61.7,54.0,791
0.3,61.9,57.0,1114
1.01,59.9,56.0,4788
0.72,60.9,56.0,3475
0.71,59.7,63.0,1715
1.0,61.4,61.0,4749
0.37,60.5,59.0,894
0.62,59.4,65.0,1333
0.34,61.4,56.0,974
1.1,60.5,61.0,4674
0.51,61.8,57.0,1662
0.5,62.5,57.0,1629
0.48,62.1,56.0,1061
1.52,61.9,56.0,9124
0.26,60.4,56.0,499
0.31,61.9,56.0,816
0.42,61.7,55.0,885
0.51,61.5,56.0,1851
1.77,62.0,55.0,8840
1.03,61.6,56.0,4199
0.4,59.7,62.0,750
0.62,61.1,56.0,2197
0.56,61.5,55.0,1365
2.0,60.7,60.0,10833
0.32,63.1,56.0,589
0.75,59.4,59.0,4656
2.04,61.7,57.0,11276
1.1,61.3,57.0,7550
1.12,60.1,58.0,5233
1.09,59.7,63.0,6453
0.32,62.1,56.0,524
2.14,60.3,60.0,18526
1.25,60.0,56.0,6944
0.51,61.0,60.0,1687
1.73,62.2,59.0,12559
0.42,62.0,58.0,1142
0.41,63.9,53.0,1166
1.31,62.2,57.0,6602
0.9,63.1,58.0,3519
0.55,62.8,57.0,1894
0.3,62.6,62.0,945
0.53,61.9,56.0,1255
1.01,62.5,56.0,4969
0.51,62.4,57.0,1656
0.74,63.1,58.0,1909
0.75,62.2,57.0,2478
0.34,62.4,59.0,765
0.33,61.5,54.0,806
1.52,60.7,60.0,10392
0.77,62.4,56.0,2875
2.03,64.9,59.0,14687
0.34,61.1,55.0,764
0.41,61.2,62.0,1356
0.38,62.2,54.1,1402
1.0,63.4,56.0,5505
1.06,62.2,58.0,4878
0.74,61.8,55.0,2960
0.51,62.2,60.0,2579
1.51,62.2,58.0,15420
0.43,62.1,57.0,858
0.32,62.5,55.0,612
1.57,61.7,55.0,8752
1.05,61.8,58.0,6146
0.82,63.8,60.0,2512
2.01,60.5,60.0,16778
0.5,61.8,56.0,2052
1.71,62.1,55.0,18599
0.3,62.0,54.0,401
1.0,61.5,59.0,6535
0.43,61.0,60.0,704
0.82,63.4,55.0,2893
0.3,60.9,56.8,735
0.7,61.2,55.0,2343
1.07,61.4,56.0,9863
0.55,62.3,60.0,2030
1.07,62.4,55.0,4840
0.3,60.0,60.0,956
1.01,62.6,55.0,4965
0.36,62.5,54.0,1056
0.61,59.6,61.0,1793
0.41,60.7,56.0,1007
0.36,58.2,56.0,923
0.82,61.1,57.0,2075
0.34,60.9,56.0,865
0.57,60.7,57.0,1320
0.31,61.5,60.0,593
0.3,60.7,63.0,612
1.54,57.9,62.0,5989
0.3,62.2,56.0,886
0.52,61.4,57.0,1282
0.4,63.2,56.0,882
1.01,62.9,58.0,3461
0.26,61.8,59.0,539
2.05,60.1,58.0,14411
0.33,62.3,55.0,743
0.53,61.9,56.0,1813
0.46,60.9,58.0,1326
0.52,61.8,58.0,1868
2.16,63.0,55.0,14691
0.66,61.3,57.0,3915
1.01,65.2,57.0,3837
1.22,64.7,61.0,3763
2.0,69.8,54.0,5914
1.0,64.9,57.0,3027
0.9,62.6,56.0,3200
0.3,63.0,56.0,581
0.52,62.2,58.0,1600
0.7,60.6,56.0,3191
0.52,62.4,57.0,1600
0.5,58.0,61.0,1415
0.3,61.6,61.0,421
0.41,62.0,56.0,827
2.01,61.5,60.0,17003
0.55,61.4,55.0,1901
0.72,60.8,59.0,2550
0.38,61.7,55.4,703
0.32,59.9,58.0,1080
0.32,59.3,58.0,533
0.3,62.1,57.0,814
0.84,61.8,57.0,3596
1.23,62.1,57.0,6449
1.01,62.6,58.0,5599
0.7,60.0,59.0,5027
0.31,63.0,57.0,408
0.78,60.6,58.0,2022
0.35,62.7,56.0,644
0.3,61.9,59.0,878
0.34,62.4,59.0,803
0.41,63.1,58.0,847
1.31,61.7,59.0,4548
0.3,63.5,55.0,540
1.22,59.2,61.0,6531
1.02,58.9,60.0,3651
0.73,65.5,60.0,2147
0.55,63.2,56.0,1368
0.5,61.1,58.0,2034
0.31,62.3,59.0,408
0.3,60.8,57.0,710
1.73,59.2,61.0,13221
1.1,60.9,60.0,4622
0.52,62.5,57.0,2064
0.52,63.7,56.0,1229
0.23,61.6,58.0,402
0.71,63.1,57.0,2096
0.24,65.1,58.0,492
1.16,61.9,55.0,5991
0.81,63.6,57.0,3104
0.86,63.2,61.0,1950
0.9,63.1,57.0,2984
0.82,61.2,58.0,2168
1.01,64.2,54.0,5616
0.91,60.3,57.0,3763
1.01,64.1,58.0,3411
0.7,63.3,59.0,2905
0.32,62.9,59.0,842
1.31,62.1,55.0,12825
0.5,63.3,58.0,1415
0.3,59.0,59.0,729
0.38,61.9,56.0,1200
0.3,60.6,58.0,2366
0.72,59.8,60.0,2294
1.51,60.5,57.0,10935
1.2,60.1,56.0,5578
0.31,63.0,57.0,544
0.71,63.7,57.0,1875
0.5,64.8,58.0,1917
1.03,62.4,58.0,5078
0.43,63.6,56.0,774
1.05,61.2,58.0,5433
0.33,61.6,55.0,838
0.41,60.1,60.0,969
0.54,61.3,55.0,1613
0.32,62.1,56.0,990
0.66,60.6,58.0,1802
0.5,59.7,57.0,1819
1.07,61.4,55.0,9703
0.32,61.3,60.0,720
1.11,61.2,59.0,4755
0.2,59.0,60.0,367
1.55,61.5,54.0,10384
1.01,62.4,61.0,7137
0.41,59.0,58.0,604
0.7,61.7,56.0,2310
0.57,60.4,57.0,1949
1.05,59.0,59.0,5468
0.32,60.6,57.0,604
0.7,63.3,55.0,2394
0.8,60.5,59.0,3813
0.9,58.1,60.0,3312
0.37,61.9,55.0,541
0.32,61.3,56.0,456
1.5,62.5,55.0,12787
0.31,63.2,55.0,408
0.57,61.9,56.0,1359
1.01,61.9,59.0,7422
1.53,61.6,57.0,13248
1.02,61.4,60.0,3769
0.62,59.0,59.0,2022
1.0,58.5,64.0,5331
0.5,62.3,57.0,1676
0.32,63.5,55.0,756
0.55,59.1,59.0,1370
1.5,61.2,59.0,14234
0.29,62.7,55.0,669
0.4,62.1,57.0,1125
0.77,61.8,54.0,3300
1.23,62.0,55.0,8079
1.02,62.5,58.0,3857
1.03,61.9,59.0,6294
0.3,61.3,57.0,552
0.6,59.6,59.0,2339
1.31,61.4,60.0,6236
0.23,61.7,55.0,548
1.05,63.2,58.0,5292
1.6,60.6,58.0,10646
0.9,61.3,59.0,1777
0.51,60.9,56.0,1668
0.6,60.4,57.0,2125
0.51,63.5,56.0,1574
0.76,62.0,57.0,2167
1.0,63.7,60.0,5174
1.21,63.5,55.0,7928
0.3,62.3,57.0,665
2.02,61.3,58.0,13267
1.09,62.8,54.0,6259
0.33,61.6,53.0,984
0.96,63.0,53.0,4301
1.35,61.2,61.0,4974
0.3,63.0,57.0,405
0.74,61.9,55.0,3130
1.01,61.8,58.0,4038
1.24,61.5,56.0,8830
0.5,66.1,62.0,1659
1.0,61.3,61.0,4452
0.7,58.5,60.0,3028
1.0,64.1,58.0,3799
1.03,61.1,60.0,3172
0.78,61.3,56.0,3362
0.74,61.7,56.0,3374
1.19,62.0,57.0,6857
0.76,55.5,69.0,2518
0.7,64.6,57.0,2318
0.38,61.8,58.0,898
1.23,61.5,57.0,6681
0.5,63.3,57.0,1596
1.14,61.9,57.0,10786
0.52,62.2,56.0,1665
0.3,61.1,61.0,819
1.01,62.3,57.0,9627
1.2,61.6,57.0,4831
0.7,63.2,60.0,1959
1.01,59.8,58.0,8212
1.14,58.9,59.0,6256
0.39,63.4,57.0,1009
0.73,61.0,58.0,2519
2.08,61.0,55.0,17986
0.31,62.7,58.0,663
0.7,63.0,58.0,2507
1.21,63.8,56.0,8099
1.01,59.3,59.0,5206
1.09,61.9,61.0,3961
2.48,63.0,62.0,17607
0.33,61.9,56.0,1002
0.51,64.1,57.0,1549
1.2,62.1,59.0,5474
1.56,61.7,58.0,7904
1.5,62.0,55.0,11489
0.31,60.9,57.0,745
0.9,62.0,57.0,4924
0.24,61.0,56.0,678
0.3,61.3,56.0,605
1.18,61.7,56.0,5182
0.9,59.6,60.0,3276
0.77,60.6,60.0,3917
0.42,61.4,56.0,1179
0.24,65.0,58.0,492
0.6,62.1,56.0,1795
0.9,62.5,63.0,3997
1.3,60.4,59.0,10090
